"","names","pts","ast","reb","wins","total_games","win_pct","year","mvp","is_mvp"
"2835","Richard Jefferson",1.5,0.75,0.85,10,20,0.5,2018,0,"NO"
"2836","Richaun Holmes",6.479166667,1.270833333,4.395833333,30,48,0.625,2018,0,"NO"
"2837","Ricky Rubio",13.09090909,5.324675325,4.558441558,44,77,0.571428571,2018,0,"NO"
"2838","RJ Hunter",3.8,0.6,1,3,5,0.6,2018,0,"NO"
"2839","Robert Covington",12.6125,1.95,5.4125,51,80,0.6375,2018,0,"NO"
"2840","Robin Lopez",11.8125,1.9375,4.53125,23,64,0.359375,2018,0,"NO"
"2841","Rodney Hood",14.7,1.583333333,2.75,29,60,0.483333333,2018,0,"NO"
"2842","Rodney McGruder",5.055555556,0.944444444,1.833333333,11,18,0.611111111,2018,0,"NO"
"2843","Rodney Purvis",6,1.0625,1.6875,5,16,0.3125,2018,0,"NO"
"2844","Ron Baker",2.448275862,1.620689655,1.034482759,12,29,0.413793103,2018,0,"NO"
"2845","Rondae Hollis-Jefferson",13.91176471,2.455882353,6.75,26,68,0.382352941,2018,0,"NO"
"2846","Royce O'Neale",4.971014493,1.376811594,3.420289855,43,69,0.623188406,2018,0,"NO"
"2847","Rudy Gay",11.49122807,1.280701754,5.105263158,36,57,0.631578947,2018,0,"NO"
"2848","Rudy Gobert",13.5,1.428571429,10.73214286,37,56,0.660714286,2018,0,"NO"
"2849","Russell Westbrook",25.35,10.25,10.05,47,80,0.5875,2018,0,"NO"
"2850","Ryan Anderson",9.348484848,0.909090909,5.015151515,52,66,0.787878788,2018,0,"NO"
"2851","Ryan Arcidiacono",2,1.458333333,1.041666667,6,24,0.25,2018,0,"NO"
"2852","Salah Mejri",3.508196721,0.573770492,4.032786885,21,61,0.344262295,2018,0,"NO"
"2853","Sam Dekker",4.150684932,0.520547945,2.383561644,36,73,0.493150685,2018,0,"NO"
"2854","Scotty Hopson",1,1,0,0,1,0,2018,0,"NO"
"2855","Sean Kilpatrick",6.346153846,0.884615385,1.673076923,22,52,0.423076923,2018,0,"NO"
"2856","Semi Ojeleye",2.671232877,0.273972603,2.205479452,50,73,0.684931507,2018,0,"NO"
"2857","Serge Ibaka",12.61842105,0.815789474,6.289473684,53,76,0.697368421,2018,0,"NO"
"2858","Shabazz Muhammad",4.976744186,0.325581395,1.76744186,25,43,0.581395349,2018,0,"NO"
"2859","Shabazz Napier",8.702702703,2.027027027,2.297297297,46,74,0.621621622,2018,0,"NO"
"2860","Shane Larkin",4.277777778,1.814814815,1.703703704,39,54,0.722222222,2018,0,"NO"
"2861","Shaquille Harrison",6.608695652,2.391304348,2.652173913,3,23,0.130434783,2018,0,"NO"
"2862","Shaun Livingston",5.549295775,1.971830986,1.845070423,49,71,0.690140845,2018,0,"NO"
"2863","Shelvin Mack",6.855072464,3.942028986,2.405797101,21,69,0.304347826,2018,0,"NO"
"2864","Sindarius Thornwell",3.863013699,0.931506849,1.917808219,36,73,0.493150685,2018,0,"NO"
"2865","Skal Labissiere",8.716666667,1.2,4.783333333,19,60,0.316666667,2018,0,"NO"
"2866","Solomon Hill",2.416666667,1.833333333,3,8,12,0.666666667,2018,0,"NO"
"2867","Spencer Dinwiddie",12.5875,6.55,3.2375,28,80,0.35,2018,0,"NO"
"2868","Stanley Johnson",8.68115942,1.623188406,3.652173913,33,69,0.47826087,2018,0,"NO"
"2869","Stephen Curry",26.39215686,6.078431373,5.117647059,41,51,0.803921569,2018,0,"NO"
"2870","Sterling Brown",4.018518519,0.462962963,2.648148148,26,54,0.481481481,2018,0,"NO"
"2871","Steven Adams",13.89473684,1.157894737,9.013157895,43,76,0.565789474,2018,0,"NO"
"2872","T.J. Leaf",2.943396226,0.169811321,1.547169811,31,53,0.58490566,2018,0,"NO"
"2873","T.J. McConnell",6.289473684,3.986842105,2.973684211,50,76,0.657894737,2018,0,"NO"
"2874","T.J. Warren",19.55384615,1.307692308,5.123076923,18,65,0.276923077,2018,0,"NO"
"2875","Taj Gibson",12.18292683,1.207317073,7.12195122,47,82,0.573170732,2018,0,"NO"
"2876","Tarik Black",3.529411765,0.254901961,3.196078431,40,51,0.784313725,2018,0,"NO"
"2877","Taurean Prince",14.12195122,2.609756098,4.743902439,24,82,0.292682927,2018,0,"NO"
"2878","Terrance Ferguson",3.098360656,0.31147541,0.770491803,37,61,0.606557377,2018,0,"NO"
"2879","Terrence Ross",8.708333333,1.583333333,3.041666667,10,24,0.416666667,2018,0,"NO"
"2880","Terry Rozier",11.25,2.9,4.7,54,80,0.675,2018,0,"NO"
"2881","Thabo Sefolosha",8.210526316,0.868421053,4.236842105,16,38,0.421052632,2018,0,"NO"
"2882","Thaddeus Young",11.79012346,1.87654321,6.320987654,48,81,0.592592593,2018,0,"NO"
"2883","Thomas Bryant",1.466666667,0.4,1.133333333,7,15,0.466666667,2018,0,"NO"
"2884","Thon Maker",4.810810811,0.621621622,3.040540541,40,74,0.540540541,2018,0,"NO"
"2885","Tim Frazier",2.983050847,3.288135593,1.949152542,31,59,0.525423729,2018,0,"NO"
"2886","Tim Hardaway Jr.",17.47368421,2.719298246,3.929824561,19,57,0.333333333,2018,0,"NO"
"2887","Tim Quarterman",1.333333333,0.333333333,1,2,3,0.666666667,2018,0,"NO"
"2888","Timofey Mozgov",4.225806452,0.35483871,3.161290323,12,31,0.387096774,2018,0,"NO"
"2889","Timothe Luwawu-Cabarrot",5.75,1.038461538,1.384615385,29,52,0.557692308,2018,0,"NO"
"2890","Tobias Harris",18.575,2.4,5.4625,39,80,0.4875,2018,0,"NO"
"2891","Tomas Satoransky",7.178082192,3.917808219,3.191780822,39,73,0.534246575,2018,0,"NO"
"2892","Tony Allen",4.681818182,0.409090909,2.136363636,12,22,0.545454545,2018,0,"NO"
"2893","Tony Bradley",0.888888889,0.111111111,1.222222222,6,9,0.666666667,2018,0,"NO"
"2894","Tony Parker",7.654545455,3.545454545,1.727272727,32,55,0.581818182,2018,0,"NO"
"2895","Tony Snell",6.88,1.306666667,1.88,42,75,0.56,2018,0,"NO"
"2896","Torrey Craig",4.179487179,0.641025641,3.256410256,22,39,0.564102564,2018,0,"NO"
"2897","Travis Wear",4.411764706,0.411764706,2.235294118,7,17,0.411764706,2018,0,"NO"
"2898","Treveon Graham",4.333333333,0.936507937,1.920634921,28,63,0.444444444,2018,0,"NO"
"2899","Trevor Ariza",11.67164179,1.567164179,4.388059701,51,67,0.76119403,2018,0,"NO"
"2900","Trevor Booker",6.294117647,1.205882353,4.676470588,36,68,0.529411765,2018,0,"NO"
"2901","Trey Burke",12.80555556,4.722222222,1.972222222,10,36,0.277777778,2018,0,"NO"
"2902","Trey Lyles",9.917808219,1.246575342,4.753424658,41,73,0.561643836,2018,0,"NO"
"2903","Trey McKinney-Jones",0,0,0,1,1,1,2018,0,"NO"
"2904","Tristan Thompson",5.79245283,0.622641509,6.641509434,27,53,0.509433962,2018,0,"NO"
"2905","Troy Daniels",8.898734177,0.607594937,1.607594937,20,79,0.253164557,2018,0,"NO"
"2906","Troy Williams",6.333333333,0.761904762,3,7,21,0.333333333,2018,0,"NO"
"2907","Tyler Cavanaugh",4.692307692,0.692307692,3.256410256,11,39,0.282051282,2018,0,"NO"
"2908","Tyler Dorsey",7.232142857,1.410714286,2.321428571,15,56,0.267857143,2018,0,"NO"
"2909","Tyler Ennis",4.148148148,1.944444444,1.759259259,22,54,0.407407407,2018,0,"NO"
"2910","Tyler Johnson",11.70833333,2.291666667,3.444444444,39,72,0.541666667,2018,0,"NO"
"2911","Tyler Lydon",0,0,0,1,1,1,2018,0,"NO"
"2912","Tyler Ulis",7.802816901,4.38028169,1.802816901,20,71,0.281690141,2018,0,"NO"
"2913","Tyler Zeller",6.681818182,0.712121212,4.621212121,27,66,0.409090909,2018,0,"NO"
"2914","Tyreke Evans",19.42307692,5.173076923,5.096153846,19,52,0.365384615,2018,0,"NO"
"2915","Tyrone Wallace",9.7,2.366666667,3.5,17,30,0.566666667,2018,0,"NO"
"2916","Tyson Chandler",6.52173913,1.152173913,9.086956522,15,46,0.326086957,2018,0,"NO"
"2917","Tyus Jones",5.073170732,2.829268293,1.609756098,47,82,0.573170732,2018,0,"NO"
"2918","Udonis Haslem",0.571428571,0.357142857,0.714285714,9,14,0.642857143,2018,0,"NO"
"2919","Vander Blue",0.6,0.6,0.2,1,5,0.2,2018,0,"NO"
"2920","Victor Oladipo",23.13333333,4.306666667,5.2,48,75,0.64,2018,0,"NO"
"2921","Vince Carter",5.396551724,1.189655172,2.551724138,20,58,0.344827586,2018,0,"NO"
"2922","Vincent Hunter",1.5,0,0.75,0,4,0,2018,0,"NO"
"2923","Wade Baldwin IV",5.428571429,0.714285714,1.142857143,4,7,0.571428571,2018,0,"NO"
"2924","Walt Lemon Jr.",3.4,1,0.4,4,5,0.8,2018,0,"NO"
"2925","Wayne Ellington",11.22077922,1.025974026,2.831168831,42,77,0.545454545,2018,0,"NO"
"2926","Wayne Selden",9.285714286,1.885714286,1.6,10,35,0.285714286,2018,0,"NO"
"2927","Wes Iwundu",3.693548387,0.919354839,2.209677419,18,62,0.290322581,2018,0,"NO"
"2928","Wesley Johnson",5.445945946,0.824324324,2.918918919,38,74,0.513513514,2018,0,"NO"
"2929","Wesley Matthews",12.73015873,2.73015873,3.142857143,20,63,0.317460317,2018,0,"NO"
"2930","Will Barton",15.65432099,4.086419753,5.049382716,46,81,0.567901235,2018,0,"NO"
"2931","Willie Cauley-Stein",12.76712329,2.356164384,6.98630137,23,73,0.315068493,2018,0,"NO"
"2932","Willie Reed",4.642857143,0.238095238,2.880952381,20,42,0.476190476,2018,0,"NO"
"2933","Willy Hernangomez",5.125,0.6875,3.8125,20,48,0.416666667,2018,0,"NO"
"2934","Wilson Chandler",9.972972973,2.148648649,5.378378378,41,74,0.554054054,2018,0,"NO"
"2935","Xavier Munford",0.5,0.666666667,0.166666667,2,6,0.333333333,2018,0,"NO"
"2936","Xavier Rathan-Mayes",5.8,3.6,1,0,5,0,2018,0,"NO"
"2937","Xavier Silas",0,0,1,1,2,0.5,2018,0,"NO"
"2938","Yogi Ferrell",10.2195122,2.451219512,3.036585366,24,82,0.292682927,2018,0,"NO"
"2939","Zach Collins",4.424242424,0.787878788,3.348484848,41,66,0.621212121,2018,0,"NO"
"2940","Zach LaVine",16.70833333,3,3.916666667,9,24,0.375,2018,0,"NO"
"2941","Zach Randolph",14.52542373,2.152542373,6.728813559,18,59,0.305084746,2018,0,"NO"
"2942","Zaza Pachulia",5.405797101,1.579710145,4.652173913,47,69,0.68115942,2018,0,"NO"
"2943","Zhou Qi",1.222222222,0.111111111,1.222222222,14,18,0.777777778,2018,0,"NO"
"2944","Aaron Gordon",15.97435897,3.705128205,7.358974359,40,78,0.512820513,2019,0,"NO"
"2945","Aaron Holiday",5.88,1.74,1.34,31,50,0.62,2019,0,"NO"
"2946","Abdel Nader",3.950819672,0.327868852,1.901639344,38,61,0.62295082,2019,0,"NO"
"2947","Al-Farouq Aminu",9.382716049,1.283950617,7.530864198,52,81,0.641975309,2019,0,"NO"
"2948","Al Horford",13.60294118,4.161764706,6.735294118,41,68,0.602941176,2019,0,"NO"
"2949","Alan Williams",3.6,0.6,3.8,1,5,0.2,2019,0,"NO"
"2950","Alec Burks",8.765625,2,3.671875,19,64,0.296875,2019,0,"NO"
"2951","Alex Abrines",5.322580645,0.64516129,1.548387097,21,31,0.677419355,2019,0,"NO"
"2952","Alex Caruso",9.16,3.08,2.68,8,25,0.32,2019,0,"NO"
"2953","Alex Len",11.09090909,1.116883117,5.506493506,28,77,0.363636364,2019,0,"NO"
"2954","Alex Poythress",5.095238095,0.80952381,3.619047619,7,21,0.333333333,2019,0,"NO"
"2955","Alfonzo McKinnie",4.680555556,0.430555556,3.430555556,53,72,0.736111111,2019,0,"NO"
"2956","Alize Johnson",0.928571429,0.071428571,1.357142857,9,14,0.642857143,2019,0,"NO"
"2957","Allen Crabbe",9.604651163,1.069767442,3.441860465,19,43,0.441860465,2019,0,"NO"
"2958","Allonzo Trier",10.859375,1.859375,3.078125,13,64,0.203125,2019,0,"NO"
"2959","Amile Jefferson",2.25,0.25,1.75,9,12,0.75,2019,0,"NO"
"2960","Amir Johnson",3.941176471,1.176470588,2.882352941,32,51,0.62745098,2019,0,"NO"
"2961","Andre Drummond",17.34177215,1.417721519,15.59493671,40,79,0.506329114,2019,0,"NO"
"2962","Andre Iguodala",5.720588235,3.176470588,3.705882353,47,68,0.691176471,2019,0,"NO"
"2963","Andre Ingram",0,0,0.5,1,4,0.25,2019,0,"NO"
"2964","Andrew Bogut",3.545454545,1,5,8,11,0.727272727,2019,0,"NO"
"2965","Andrew Harrison",3.176470588,1.411764706,1.176470588,6,17,0.352941176,2019,0,"NO"
"2966","Andrew Wiggins",18.09589041,2.520547945,4.821917808,31,73,0.424657534,2019,0,"NO"
"2967","Anfernee Simons",3.75,0.65,0.65,17,20,0.85,2019,0,"NO"
"2968","Angel Delgado",1.5,0,2,0,2,0,2019,0,"NO"
"2969","Ante Zizic",7.779661017,0.898305085,5.423728814,13,59,0.220338983,2019,0,"NO"
"2970","Anthony Davis",25.92857143,3.892857143,12,25,56,0.446428571,2019,0,"NO"
"2971","Anthony Tolliver",5.015384615,0.707692308,2.723076923,27,65,0.415384615,2019,0,"NO"
"2972","Antonio Blakeney",7.333333333,0.736842105,1.859649123,14,57,0.245614035,2019,0,"NO"
"2973","Aron Baynes",5.568627451,1.117647059,4.705882353,32,51,0.62745098,2019,0,"NO"
"2974","Austin Rivers",8.131578947,2.197368421,2.131578947,45,76,0.592105263,2019,0,"NO"
"2975","Avery Bradley",9.920634921,2.412698413,2.777777778,31,63,0.492063492,2019,0,"NO"
"2976","Bam Adebayo",8.890243902,2.243902439,7.280487805,39,82,0.475609756,2019,0,"NO"
"2977","Ben McLemore",3.947368421,0.210526316,0.894736842,7,19,0.368421053,2019,0,"NO"
"2978","Ben Simmons",16.92405063,7.721518987,8.82278481,50,79,0.632911392,2019,0,"NO"
"2979","Billy Garrett",6.5,1.75,0.75,1,4,0.25,2019,0,"NO"
"2980","Bismack Biyombo",4.37037037,0.611111111,4.574074074,24,54,0.444444444,2019,0,"NO"
"2981","BJ Johnson",3.285714286,0,1.142857143,2,7,0.285714286,2019,0,"NO"
"2982","Blake Griffin",24.54666667,5.36,7.533333333,39,75,0.52,2019,0,"NO"
"2983","Boban Marjanovic",7.275862069,0.931034483,4.568965517,31,58,0.534482759,2019,0,"NO"
"2984","Bobby Portis",14.2,1.44,8.06,14,50,0.28,2019,0,"NO"
"2985","Bogdan Bogdanovic",14.14285714,3.814285714,3.471428571,32,70,0.457142857,2019,0,"NO"
"2986","Bojan Bogdanovic",17.95061728,1.987654321,4.111111111,47,81,0.580246914,2019,0,"NO"
"2987","Bonzie Colson",4.875,0.375,3.75,6,8,0.75,2019,0,"NO"
"2988","Brad Wanamaker",3.888888889,1.555555556,1.138888889,27,36,0.75,2019,0,"NO"
"2989","Bradley Beal",25.59756098,5.463414634,5.012195122,32,82,0.390243902,2019,0,"NO"
"2990","Brandon Goodwin",1.4375,0.875,0.1875,10,16,0.625,2019,0,"NO"
"2991","Brandon Ingram",18.26923077,2.961538462,5.134615385,25,52,0.480769231,2019,0,"NO"
"2992","Brandon Knight",6.820512821,1.820512821,1.512820513,17,39,0.435897436,2019,0,"NO"
"2993","Brandon Sampson",5.071428571,0.714285714,1.142857143,3,14,0.214285714,2019,0,"NO"
"2994","Brook Lopez",12.45679012,1.209876543,4.888888889,60,81,0.740740741,2019,0,"NO"
"2995","Bruce Brown",4.310810811,1.22972973,2.5,35,74,0.472972973,2019,0,"NO"
"2996","Bruno Caboclo",8.294117647,1.470588235,4.647058824,14,34,0.411764706,2019,0,"NO"
"2997","Bryn Forbes",11.79268293,2.134146341,2.914634146,48,82,0.585365854,2019,0,"NO"
"2998","Buddy Hield",20.67073171,2.5,5.024390244,39,82,0.475609756,2019,0,"NO"
"2999","C.J. Williams",2.6,0.8,0.533333333,4,15,0.266666667,2019,0,"NO"
"3000","Caleb Swanigan",2.047619048,0.523809524,3.047619048,10,21,0.476190476,2019,0,"NO"
"3001","Cam Reynolds",5,0.684210526,1.631578947,6,19,0.315789474,2019,0,"NO"
"3002","Cameron Payne",6.25,2.65,1.8,7,40,0.175,2019,0,"NO"
"3003","Caris LeVert",13.675,3.9,3.775,19,40,0.475,2019,0,"NO"
"3004","Carmelo Anthony",13.4,0.5,5.4,4,10,0.4,2019,0,"NO"
"3005","Cedi Osman",13.03947368,2.565789474,4.697368421,17,76,0.223684211,2019,0,"NO"
"3006","Chandler Hutchison",5.204545455,0.772727273,4.204545455,10,44,0.227272727,2019,0,"NO"
"3007","Chandler Parsons",7.48,1.72,2.8,11,25,0.44,2019,0,"NO"
"3008","Channing Frye",3.583333333,0.555555556,1.444444444,7,36,0.194444444,2019,0,"NO"
"3009","Chasson Randle",5.530612245,1.979591837,1.142857143,19,49,0.387755102,2019,0,"NO"
"3010","Cheick Diallo",6.046875,0.515625,5.1875,27,64,0.421875,2019,0,"NO"
"3011","Chimezie Metu",1.75862069,0.448275862,1.24137931,14,29,0.482758621,2019,0,"NO"
"3012","Chris Boucher",3.321428571,0.071428571,2,21,28,0.75,2019,0,"NO"
"3013","Chris Chiozza",0.857142857,0.571428571,0.571428571,6,7,0.857142857,2019,0,"NO"
"3014","Chris Paul",15.62068966,8.155172414,4.568965517,39,58,0.672413793,2019,0,"NO"
"3015","Christian Wood",8.19047619,0.380952381,3.952380952,13,21,0.619047619,2019,0,"NO"
"3016","CJ McCollum",20.97142857,2.957142857,4.028571429,43,70,0.614285714,2019,0,"NO"
"3017","CJ Miles",6.396226415,0.679245283,1.79245283,33,53,0.622641509,2019,0,"NO"
"3018","Clint Capela",16.62686567,1.432835821,12.65671642,44,67,0.656716418,2019,0,"NO"
"3019","Cody Zeller",10.14285714,2.081632653,6.795918367,22,49,0.448979592,2019,0,"NO"
"3020","Collin Sexton",16.7195122,2.963414634,2.87804878,19,82,0.231707317,2019,0,"NO"
"3021","Corey Brewer",4.870967742,1.258064516,2.451612903,13,31,0.419354839,2019,0,"NO"
"3022","Cory Joseph",6.548780488,3.914634146,3.402439024,48,82,0.585365854,2019,0,"NO"
"3023","Courtney Lee",4,1.088235294,1.588235294,6,34,0.176470588,2019,0,"NO"
"3024","Cristiano Felicio",4,0.616666667,3.633333333,16,60,0.266666667,2019,0,"NO"
"3025","D'Angelo Russell",21.13580247,6.950617284,3.888888889,42,81,0.518518519,2019,0,"NO"
"3026","D.J. Augustin",11.7037037,5.259259259,2.50617284,42,81,0.518518519,2019,0,"NO"
"3027","D.J. Wilson",5.833333333,1.083333333,4.625,37,48,0.770833333,2019,0,"NO"
"3028","Dairis Bertans",2.833333333,0.833333333,0.75,3,12,0.25,2019,0,"NO"
"3029","Damian Jones",5.416666667,1.166666667,3.125,15,24,0.625,2019,0,"NO"
"3030","Damian Lillard",25.8375,6.8875,4.6375,51,80,0.6375,2019,0,"NO"
"3031","Damion Lee",4.9375,0.40625,2,18,32,0.5625,2019,0,"NO"
"3032","Damyean Dotson",10.67123288,1.849315068,3.589041096,12,73,0.164383562,2019,0,"NO"
"3033","Daniel Hamilton",3,1.157894737,2.473684211,7,19,0.368421053,2019,0,"NO"
"3034","Daniel Theis",5.666666667,1.03030303,3.409090909,38,66,0.575757576,2019,0,"NO"
"3035","Danilo Gallinari",19.79411765,2.617647059,6.132352941,40,68,0.588235294,2019,0,"NO"
"3036","Danny Green",10.2625,1.575,3.9625,56,80,0.7,2019,0,"NO"
"3037","Dante Cunningham",3.03125,0.78125,2.9375,36,64,0.5625,2019,0,"NO"
"3038","Dante Exum",6.857142857,2.619047619,1.619047619,21,42,0.5,2019,0,"NO"
"3039","Danuel House Jr.",9.384615385,1.025641026,3.58974359,27,39,0.692307692,2019,0,"NO"
"3040","Dario Saric",10.59259259,1.567901235,5.641975309,39,81,0.481481481,2019,0,"NO"
"3041","Darius Miller",8.217391304,2.115942029,1.855072464,31,69,0.449275362,2019,0,"NO"
"3042","Darren Collison",11.22368421,6.039473684,3.052631579,45,76,0.592105263,2019,0,"NO"
"3043","Daryl Macon",3.625,0.875,1.5,4,8,0.5,2019,0,"NO"
"3044","David Nwaba",6.549019608,1.058823529,3.196078431,14,51,0.274509804,2019,0,"NO"
"3045","Davis Bertans",7.973684211,1.315789474,3.473684211,44,76,0.578947368,2019,0,"NO"
"3046","Davon Reed",1.2,0.3,0.6,4,10,0.4,2019,0,"NO"
"3047","De'Aaron Fox",17.27160494,7.283950617,3.75308642,39,81,0.481481481,2019,0,"NO"
"3048","De'Anthony Melton",5,3.18,2.68,13,50,0.26,2019,0,"NO"
"3049","DeAndre' Bembry",8.37804878,2.463414634,4.365853659,29,82,0.353658537,2019,0,"NO"
"3050","Deandre Ayton",16.32394366,1.76056338,10.26760563,17,71,0.23943662,2019,0,"NO"
"3051","DeAndre Jordan",10.98550725,2.260869565,13.07246377,25,69,0.362318841,2019,0,"NO"
"3052","Delon Wright",8.706666667,3.306666667,3.546666667,45,75,0.6,2019,0,"NO"
"3053","DeMar DeRozan",21.23376623,6.168831169,6,44,77,0.571428571,2019,0,"NO"
"3054","DeMarcus Cousins",16.26666667,3.566666667,8.233333333,23,30,0.766666667,2019,0,"NO"
"3055","DeMarre Carroll",11.10447761,1.268656716,5.208955224,36,67,0.537313433,2019,0,"NO"
"3056","Demetrius Jackson",3.666666667,0.833333333,0.5,5,6,0.833333333,2019,0,"NO"
"3057","Deng Adel",1.684210526,0.263157895,1,4,19,0.210526316,2019,0,"NO"
"3058","Dennis Schroder",15.49367089,4.088607595,3.594936709,47,79,0.594936709,2019,0,"NO"
"3059","Dennis Smith Jr.",13.62264151,4.754716981,2.924528302,21,53,0.396226415,2019,0,"NO"
"3060","Deonte Burton",2.5625,0.28125,0.875,21,32,0.65625,2019,0,"NO"
"3061","Derrick Favors",11.80263158,1.171052632,7.368421053,46,76,0.605263158,2019,0,"NO"
"3062","Derrick Jones Jr.",7.033333333,0.616666667,4,31,60,0.516666667,2019,0,"NO"
"3063","Derrick Rose",17.98039216,4.31372549,2.745098039,24,51,0.470588235,2019,0,"NO"
"3064","Derrick White",9.895522388,3.925373134,3.686567164,41,67,0.611940299,2019,0,"NO"
"3065","DeVaughn Akoon-Purcell",1,0.857142857,0.571428571,7,7,1,2019,0,"NO"
"3066","Devin Booker",26.5625,6.765625,4.140625,15,64,0.234375,2019,0,"NO"
"3067","Devin Harris",6.294117647,1.794117647,1.647058824,28,68,0.411764706,2019,0,"NO"
"3068","Devin Robinson",6.714285714,0.857142857,2.857142857,1,7,0.142857143,2019,0,"NO"
"3069","Devonte' Graham",4.717391304,2.630434783,1.369565217,18,46,0.391304348,2019,0,"NO"
"3070","Dewayne Dedmon",10.828125,1.40625,7.5,24,64,0.375,2019,0,"NO"
"3071","Deyonta Davis",4,0.555555556,4,3,9,0.333333333,2019,0,"NO"
"3072","Dillon Brooks",7.5,0.888888889,1.722222222,9,18,0.5,2019,0,"NO"
"3073","Dion Waiters",11.97727273,2.75,2.636363636,20,44,0.454545455,2019,0,"NO"
"3074","Dirk Nowitzki",7.31372549,0.68627451,3.098039216,17,51,0.333333333,2019,0,"NO"
"3075","DJ Stephens",2,0,0,0,1,0,2019,0,"NO"
"3076","Domantas Sabonis",14.09459459,2.864864865,9.324324324,43,74,0.581081081,2019,0,"NO"
"3077","Donatas Motiejunas",2,0.333333333,1,3,3,1,2019,0,"NO"
"3078","Donovan Mitchell",23.75324675,4.181818182,4.103896104,49,77,0.636363636,2019,0,"NO"
"3079","Donte DiVincenzo",4.851851852,1.148148148,2.407407407,20,27,0.740740741,2019,0,"NO"
"3080","Donte Grantham",0,0,0,2,3,0.666666667,2019,0,"NO"
"3081","Dorian Finney-Smith",7.50617284,1.172839506,4.802469136,33,81,0.407407407,2019,0,"NO"
"3082","Doug McDermott",7.324675325,0.87012987,1.415584416,43,77,0.558441558,2019,0,"NO"
"3083","Dragan Bender",5,1.217391304,3.97826087,9,46,0.195652174,2019,0,"NO"
"3084","Draymond Green",7.363636364,6.878787879,7.287878788,48,66,0.727272727,2019,0,"NO"
"3085","Drew Eubanks",1.782608696,0.304347826,1.47826087,13,23,0.565217391,2019,0,"NO"
"3086","Duncan Robinson",3.333333333,0.333333333,1.266666667,7,15,0.466666667,2019,0,"NO"
"3087","Dusty Hannahs",4,2.5,0.5,0,2,0,2019,0,"NO"
"3088","Dwayne Bacon",7.348837209,1.093023256,2.069767442,20,43,0.465116279,2019,0,"NO"
"3089","Dwight Howard",12.77777778,0.444444444,9.222222222,4,9,0.444444444,2019,0,"NO"
"3090","Dwight Powell",10.58441558,1.454545455,5.337662338,31,77,0.402597403,2019,0,"NO"
"3091","Dwyane Wade",15.04166667,4.180555556,3.958333333,35,72,0.486111111,2019,0,"NO"
"3092","Dzanan Musa",2.111111111,0.222222222,0.555555556,4,9,0.444444444,2019,0,"NO"
"3093","E'Twaun Moore",11.94339623,1.924528302,2.396226415,21,53,0.396226415,2019,0,"NO"
"3094","Ed Davis",5.827160494,0.75308642,8.567901235,42,81,0.518518519,2019,0,"NO"
"3095","Edmond Sumner",2.869565217,0.434782609,1.043478261,14,23,0.608695652,2019,0,"NO"
"3096","Ekpe Udoh",2.333333333,0.549019608,1.764705882,35,51,0.68627451,2019,0,"NO"
"3097","Elfrid Payton",10.61904762,7.619047619,5.238095238,18,42,0.428571429,2019,0,"NO"
"3098","Elie Okobo",5.735849057,2.396226415,1.849056604,7,53,0.132075472,2019,0,"NO"
"3099","Emanuel Terry",3.333333333,0.666666667,2.333333333,0,3,0,2019,0,"NO"
"3100","Emmanuel Mudiay",14.79661017,3.86440678,3.322033898,13,59,0.220338983,2019,0,"NO"
"3101","Enes Freedom",13.65671642,1.731343284,9.835820896,28,67,0.417910448,2019,0,"NO"
"3102","Eric Bledsoe",15.91025641,5.512820513,4.641025641,59,78,0.756410256,2019,0,"NO"
"3103","Eric Gordon",16.22058824,1.897058824,2.176470588,44,68,0.647058824,2019,0,"NO"
"3104","Eric Moreland",1.4,0.8,4,3,5,0.6,2019,0,"NO"
"3105","Ersan Ilyasova",6.76119403,0.776119403,4.507462687,49,67,0.731343284,2019,0,"NO"
"3106","Evan Fournier",15.13580247,3.641975309,3.185185185,42,81,0.518518519,2019,0,"NO"
"3107","Evan Turner",6.767123288,3.876712329,4.493150685,47,73,0.643835616,2019,0,"NO"
"3108","Frank Jackson",8.114754098,1.131147541,2.196721311,22,61,0.360655738,2019,0,"NO"
"3109","Frank Kaminsky",8.617021277,1.340425532,3.468085106,22,47,0.468085106,2019,0,"NO"
"3110","Frank Mason III",5.131578947,2.210526316,1.131578947,16,38,0.421052632,2019,0,"NO"
"3111","Frank Ntilikina",5.720930233,2.813953488,2.023255814,9,43,0.209302326,2019,0,"NO"
"3112","Fred VanVleet",10.953125,4.796875,2.609375,46,64,0.71875,2019,0,"NO"
"3113","Furkan Korkmaz",5.8125,1.083333333,2.229166667,30,48,0.625,2019,0,"NO"
"3114","Garrett Temple",7.813333333,1.413333333,2.88,37,75,0.493333333,2019,0,"NO"
"3115","Gary Clark",2.901960784,0.352941176,2.274509804,33,51,0.647058824,2019,0,"NO"
"3116","Gary Harris",12.92982456,2.228070175,2.807017544,38,57,0.666666667,2019,0,"NO"
"3117","Gary Payton II",3.666666667,1.333333333,0.666666667,2,3,0.666666667,2019,0,"NO"
"3118","Gary Trent Jr.",2.666666667,0.333333333,0.733333333,14,15,0.933333333,2019,0,"NO"
"3119","George Hill",7.633333333,2.25,2.466666667,39,60,0.65,2019,0,"NO"
"3120","George King",0,0,1,0,1,0,2019,0,"NO"
"3121","Georges Niang",3.983050847,0.593220339,1.474576271,41,59,0.694915254,2019,0,"NO"
