"","names","pts","ast","reb","wins","total_games","win_pct","year","mvp","is_mvp"
"4349","Malik Fitts",1,0,1,3,3,1,2021,0,"NO"
"4350","Malik Monk",11.66666667,2.071428571,2.404761905,19,42,0.452380952,2021,0,"NO"
"4351","Mamadi Diakite",3.142857143,0.571428571,2.428571429,7,14,0.5,2021,0,"NO"
"4352","Marc Gasol",5.038461538,2.096153846,4.134615385,32,52,0.615384615,2021,0,"NO"
"4353","Marcus Morris Sr.",13.42105263,1.01754386,4.105263158,38,57,0.666666667,2021,0,"NO"
"4354","Marcus Smart",13.0625,5.6875,3.479166667,24,48,0.5,2021,0,"NO"
"4355","Markelle Fultz",12.875,5.375,3.125,6,8,0.75,2021,0,"NO"
"4356","Markieff Morris",6.672131148,1.196721311,4.360655738,32,61,0.524590164,2021,0,"NO"
"4357","Markus Howard",2.837837838,0.486486486,0.567567568,24,37,0.648648649,2021,0,"NO"
"4358","Marques Bolden",1.166666667,0,1,2,6,0.333333333,2021,0,"NO"
"4359","Marquese Chriss",6.5,1,6.5,0,2,0,2021,0,"NO"
"4360","Marvin Bagley III",14.13953488,1,7.395348837,20,43,0.465116279,2021,0,"NO"
"4361","Mason Jones",5.25,1.3125,1.71875,10,32,0.3125,2021,0,"NO"
"4362","Mason Plumlee",10.375,3.607142857,9.267857143,14,56,0.25,2021,0,"NO"
"4363","Matisse Thybulle",3.923076923,0.969230769,1.907692308,46,65,0.707692308,2021,0,"NO"
"4364","Matt Thomas",3.088888889,0.422222222,0.977777778,27,45,0.6,2021,0,"NO"
"4365","Matthew Dellavedova",2.769230769,4.461538462,1.846153846,4,13,0.307692308,2021,0,"NO"
"4366","Maurice Harkless",5.243243243,1.189189189,2.405405405,16,37,0.432432432,2021,0,"NO"
"4367","Max Strus",6.051282051,0.615384615,1.051282051,14,39,0.358974359,2021,0,"NO"
"4368","Maxi Kleber",7.06,1.36,5.2,31,50,0.62,2021,0,"NO"
"4369","Meyers Leonard",3.333333333,0.666666667,2.333333333,2,3,0.666666667,2021,0,"NO"
"4370","Mfiondu Kabengele",2.435897436,0.435897436,1.538461538,20,39,0.512820513,2021,0,"NO"
"4371","Michael Carter-Williams",8.838709677,4.161290323,4.483870968,12,31,0.387096774,2021,0,"NO"
"4372","Michael Porter Jr.",19.04918033,1.147540984,7.295081967,40,61,0.655737705,2021,0,"NO"
"4373","Mikal Bridges",13.47222222,2.111111111,4.291666667,51,72,0.708333333,2021,0,"NO"
"4374","Mike Conley",16.21568627,5.980392157,3.470588235,37,51,0.725490196,2021,0,"NO"
"4375","Mike James",7.692307692,4.153846154,2.461538462,9,13,0.692307692,2021,0,"NO"
"4376","Mike Muscala",9.685714286,0.8,3.771428571,15,35,0.428571429,2021,0,"NO"
"4377","Mike Scott",4.176470588,0.784313725,2.352941176,35,51,0.68627451,2021,0,"NO"
"4378","Miles Bridges",12.72727273,2.227272727,6.015151515,31,66,0.46969697,2021,0,"NO"
"4379","Mitchell Robinson",8.258064516,0.548387097,8.129032258,15,31,0.483870968,2021,0,"NO"
"4380","Miye Oni",1.944444444,0.518518519,1.555555556,45,54,0.833333333,2021,0,"NO"
"4381","Mo Bamba",7.97826087,0.760869565,5.760869565,11,46,0.239130435,2021,0,"NO"
"4382","Monte Morris",10.23404255,3.191489362,2.042553191,30,47,0.638297872,2021,0,"NO"
"4383","Montrezl Harrell",13.49275362,1.057971014,6.202898551,41,69,0.594202899,2021,0,"NO"
"4384","Moritz Wagner",6.888888889,1.111111111,3.244444444,19,45,0.422222222,2021,0,"NO"
"4385","Moses Brown",8.604651163,0.23255814,8.906976744,8,43,0.186046512,2021,0,"NO"
"4386","Mychal Mulder",5.616666667,0.433333333,1,33,60,0.55,2021,0,"NO"
"4387","Myles Turner",12.59574468,1.021276596,6.510638298,22,47,0.468085106,2021,0,"NO"
"4388","Naji Marshall",7.6875,2.75,4.625,14,32,0.4375,2021,0,"NO"
"4389","Nassir Little",4.583333333,0.479166667,2.666666667,27,48,0.5625,2021,0,"NO"
"4390","Nate Darling",1.285714286,0.142857143,0.142857143,3,7,0.428571429,2021,0,"NO"
"4391","Nate Hinton",1.952380952,0.380952381,0.428571429,11,21,0.523809524,2021,0,"NO"
"4392","Nathan Knight",3.757575758,0.242424242,2.181818182,21,33,0.636363636,2021,0,"NO"
"4393","Naz Reid",11.2,1.028571429,4.6,22,70,0.314285714,2021,0,"NO"
"4394","Nemanja Bjelica",6.540540541,1.864864865,3.432432432,16,37,0.432432432,2021,0,"NO"
"4395","Nerlens Noel",5.0625,0.71875,6.359375,35,64,0.546875,2021,0,"NO"
"4396","Nic Claxton",6.625,0.875,5.1875,23,32,0.71875,2021,0,"NO"
"4397","Nick Richards",0.833333333,0.111111111,0.611111111,9,18,0.5,2021,0,"NO"
"4398","Nickeil Alexander-Walker",11.04347826,2.217391304,3.130434783,20,46,0.434782609,2021,0,"NO"
"4399","Nico Mannion",4.1,2.333333333,1.533333333,17,30,0.566666667,2021,0,"NO"
"4400","Nicolas Batum",8.059701493,2.208955224,4.71641791,44,67,0.656716418,2021,0,"NO"
"4401","Nicolo Melli",2.977777778,0.977777778,2.711111111,26,45,0.577777778,2021,0,"NO"
"4402","Nikola Jokic",26.36111111,8.319444444,10.83333333,47,72,0.652777778,2021,1,"YES"
"4403","Nikola Vucevic",23.41428571,3.842857143,11.67142857,26,70,0.371428571,2021,0,"NO"
"4404","Noah Vonleh",0,0.25,0.25,3,4,0.75,2021,0,"NO"
"4405","Norman Powell",18.5942029,1.869565217,3.115942029,32,69,0.463768116,2021,0,"NO"
"4406","Norvel Pelle",1.538461538,0.153846154,1.461538462,8,13,0.615384615,2021,0,"NO"
"4407","O.G. Anunoby",15.86046512,2.186046512,5.511627907,18,43,0.418604651,2021,0,"NO"
"4408","Obi Toppin",4.080645161,0.467741935,2.225806452,36,62,0.580645161,2021,0,"NO"
"4409","Onyeka Okongwu",4.56,0.36,3.26,31,50,0.62,2021,0,"NO"
"4410","Oshae Brissett",10.9047619,0.857142857,5.476190476,10,21,0.476190476,2021,0,"NO"
"4411","Otto Porter Jr.",9.678571429,1.964285714,5.428571429,12,28,0.428571429,2021,0,"NO"
"4412","P.J. Dozier",7.7,1.84,3.64,36,50,0.72,2021,0,"NO"
"4413","P.J. Tucker",3.711538462,1.173076923,3.923076923,27,52,0.519230769,2021,0,"NO"
"4414","P.J. Washington",12.875,2.515625,6.53125,31,64,0.484375,2021,0,"NO"
"4415","Pascal Siakam",21.35714286,4.464285714,7.232142857,21,56,0.375,2021,0,"NO"
"4416","Pat Connaughton",6.782608696,1.173913043,4.811594203,44,69,0.637681159,2021,0,"NO"
"4417","Patrick Beverley",7.513513514,2.054054054,3.216216216,25,37,0.675675676,2021,0,"NO"
"4418","Patrick McCaw",1,0.8,0.6,2,5,0.4,2021,0,"NO"
"4419","Patrick Patterson",5.184210526,0.763157895,1.973684211,26,38,0.684210526,2021,0,"NO"
"4420","Patrick Williams",9.225352113,1.394366197,4.605633803,30,71,0.422535211,2021,0,"NO"
"4421","Patty Mills",10.82352941,2.382352941,1.705882353,31,68,0.455882353,2021,0,"NO"
"4422","Paul George",23.31481481,5.185185185,6.648148148,38,54,0.703703704,2021,0,"NO"
"4423","Paul Millsap",8.964285714,1.75,4.678571429,38,56,0.678571429,2021,0,"NO"
"4424","Paul Reed",3.384615385,0.461538462,2.346153846,17,26,0.653846154,2021,0,"NO"
"4425","Paul Watson",4.111111111,0.62962963,1.666666667,13,27,0.481481481,2021,0,"NO"
"4426","Payton Pritchard",7.727272727,1.818181818,2.393939394,33,66,0.5,2021,0,"NO"
"4427","Precious Achiuwa",4.983606557,0.475409836,3.409836066,31,61,0.508196721,2021,0,"NO"
"4428","Quinn Cook",3.304347826,0.782608696,0.739130435,13,23,0.565217391,2021,0,"NO"
"4429","Quinndary Weatherspoon",2.3,0.4,0.55,8,20,0.4,2021,0,"NO"
"4430","R.J. Hampton",6.941176471,1.705882353,3.509803922,20,51,0.392156863,2021,0,"NO"
"4431","Rajon Rondo",5.377777778,4.422222222,2.444444444,28,45,0.622222222,2021,0,"NO"
"4432","Raul Neto",8.703125,2.28125,2.4375,30,64,0.46875,2021,0,"NO"
"4433","Ray Spalding",2,0,2,0,2,0,2021,0,"NO"
"4434","Rayjon Tucker",2.428571429,0.428571429,0.785714286,8,14,0.571428571,2021,0,"NO"
"4435","Reggie Bullock",10.90769231,1.523076923,3.430769231,38,65,0.584615385,2021,0,"NO"
"4436","Reggie Jackson",10.67164179,3.059701493,2.865671642,43,67,0.641791045,2021,0,"NO"
"4437","Reggie Perry",3,0.538461538,2.807692308,18,26,0.692307692,2021,0,"NO"
"4438","Richaun Holmes",14.24590164,1.655737705,8.262295082,29,61,0.475409836,2021,0,"NO"
"4439","Ricky Rubio",8.558823529,6.367647059,3.279411765,23,68,0.338235294,2021,0,"NO"
"4440","RJ Barrett",17.55555556,3.013888889,5.75,41,72,0.569444444,2021,0,"NO"
"4441","Robert Covington",8.471428571,1.671428571,6.657142857,42,70,0.6,2021,0,"NO"
"4442","Robert Franks",6.142857143,0.714285714,2,0,7,0,2021,0,"NO"
"4443","Robert Williams III",8.019230769,1.807692308,6.884615385,29,52,0.557692308,2021,0,"NO"
"4444","Robert Woodard II",1.538461538,0.153846154,1.230769231,3,13,0.230769231,2021,0,"NO"
"4445","Robin Lopez",9.042253521,0.774647887,3.830985915,34,71,0.478873239,2021,0,"NO"
"4446","Rodions Kurucs",1.476190476,0.476190476,1.095238095,10,21,0.476190476,2021,0,"NO"
"4447","Rodney Hood",4.472727273,0.963636364,1.872727273,29,55,0.527272727,2021,0,"NO"
"4448","Rodney McGruder",5.6875,1,1.375,3,16,0.1875,2021,0,"NO"
"4449","Romeo Langford",3.111111111,0.722222222,1.944444444,9,18,0.5,2021,0,"NO"
"4450","Rondae Hollis-Jefferson",2.454545455,1.181818182,2.363636364,6,11,0.545454545,2021,0,"NO"
"4451","Royce O'Neale",6.985915493,2.549295775,6.830985915,51,71,0.718309859,2021,0,"NO"
"4452","Rudy Gay",11.36507937,1.396825397,4.80952381,29,63,0.46031746,2021,0,"NO"
"4453","Rudy Gobert",14.29577465,1.253521127,13.52112676,52,71,0.732394366,2021,0,"NO"
"4454","Rui Hachimura",13.84210526,1.438596491,5.473684211,29,57,0.50877193,2021,0,"NO"
"4455","Russell Westbrook",22.23076923,11.73846154,11.53846154,30,65,0.461538462,2021,0,"NO"
"4456","Ryan Arcidiacono",3.090909091,1.272727273,1.522727273,20,44,0.454545455,2021,0,"NO"
"4457","Saben Lee",5.5625,3.625,2.020833333,14,48,0.291666667,2021,0,"NO"
"4458","Saddiq Bey",12.24285714,1.357142857,4.542857143,19,70,0.271428571,2021,0,"NO"
"4459","Sam Merrill",2.966666667,0.7,1,18,30,0.6,2021,0,"NO"
"4460","Sean McDermott",2.166666667,0.222222222,1.055555556,10,18,0.555555556,2021,0,"NO"
"4461","Sekou Doumbouya",5.089285714,0.839285714,2.553571429,15,56,0.267857143,2021,0,"NO"
"4462","Semi Ojeleye",4.642857143,0.660714286,2.625,28,56,0.5,2021,0,"NO"
"4463","Serge Ibaka",11.07317073,1.804878049,6.707317073,24,41,0.585365854,2021,0,"NO"
"4464","Seth Curry",12.47368421,2.719298246,2.385964912,39,57,0.684210526,2021,0,"NO"
"4465","Shai Gilgeous-Alexander",23.71428571,5.914285714,4.742857143,16,35,0.457142857,2021,0,"NO"
"4466","Shake Milton",12.96825397,3.063492063,2.349206349,46,63,0.73015873,2021,0,"NO"
"4467","Shaquille Harrison",2.147058824,0.735294118,1.411764706,27,34,0.794117647,2021,0,"NO"
"4468","Sindarius Thornwell",1.952380952,1,0.857142857,7,21,0.333333333,2021,0,"NO"
"4469","Skylar Mays",3.757575758,0.909090909,1.060606061,19,33,0.575757576,2021,0,"NO"
"4470","Solomon Hill",4.464788732,1.056338028,3.014084507,41,71,0.577464789,2021,0,"NO"
"4471","Spencer Dinwiddie",6.666666667,3,4.333333333,2,3,0.666666667,2021,0,"NO"
"4472","Stanley Johnson",4.37704918,1.459016393,2.508196721,25,61,0.409836066,2021,0,"NO"
"4473","Stephen Curry",31.98412698,5.761904762,5.476190476,37,63,0.587301587,2021,0,"NO"
"4474","Sterling Brown",8.156862745,1.411764706,4.392156863,14,51,0.274509804,2021,0,"NO"
"4475","Steven Adams",7.551724138,1.913793103,8.862068966,26,58,0.448275862,2021,0,"NO"
"4476","Svi Mykhailiuk",8.46969697,1.666666667,2.46969697,13,66,0.196969697,2021,0,"NO"
"4477","T.J. Leaf",1.714285714,0.142857143,0.714285714,6,7,0.857142857,2021,0,"NO"
"4478","T.J. McConnell",8.637681159,6.608695652,3.710144928,33,69,0.47826087,2021,0,"NO"
"4479","T.J. Warren",15.5,1.25,3.5,3,4,0.75,2021,0,"NO"
"4480","Tacko Fall",2.473684211,0.157894737,2.736842105,13,19,0.684210526,2021,0,"NO"
"4481","Taj Gibson",5.355555556,0.8,5.555555556,29,45,0.644444444,2021,0,"NO"
"4482","Talen Horton-Tucker",9,2.784615385,2.6,39,65,0.6,2021,0,"NO"
"4483","Taurean Prince",9.487804878,1.853658537,3.463414634,15,41,0.365853659,2021,0,"NO"
"4484","Terance Mann",7.044776119,1.552238806,3.611940299,45,67,0.671641791,2021,0,"NO"
"4485","Terence Davis",8.737704918,1.360655738,2.524590164,26,61,0.426229508,2021,0,"NO"
"4486","Terrance Ferguson",0.153846154,0.153846154,0.076923077,10,13,0.769230769,2021,0,"NO"
"4487","Terrence Ross",15.58695652,2.347826087,3.434782609,16,46,0.347826087,2021,0,"NO"
"4488","Terry Rozier",20.39130435,4.246376812,4.376811594,32,69,0.463768116,2021,0,"NO"
"4489","Thaddeus Young",12.10294118,4.279411765,6.220588235,30,68,0.441176471,2021,0,"NO"
"4490","Thanasis Antetokounmpo",2.912280702,0.807017544,2.175438596,37,57,0.649122807,2021,0,"NO"
"4491","Theo Maledon",10.12307692,3.492307692,3.246153846,20,65,0.307692308,2021,0,"NO"
"4492","Theo Pinson",0.117647059,0.058823529,0.294117647,9,17,0.529411765,2021,0,"NO"
"4493","Thomas Bryant",14.3,1.5,6.1,2,10,0.2,2021,0,"NO"
"4494","Thon Maker",3.75,0.5,2.25,3,8,0.375,2021,0,"NO"
"4495","Tim Frazier",1.6,3.2,1.6,5,5,1,2021,0,"NO"
"4496","Tim Hardaway Jr.",16.61428571,1.8,3.271428571,42,70,0.6,2021,0,"NO"
"4497","Timothe Luwawu-Cabarrot",6.379310345,1.189655172,2.224137931,38,58,0.655172414,2021,0,"NO"
"4498","Tobias Harris",19.51612903,3.548387097,6.758064516,44,62,0.709677419,2021,0,"NO"
"4499","Tomas Satoransky",7.706896552,4.672413793,2.448275862,25,58,0.431034483,2021,0,"NO"
"4500","Tony Bradley",7.142857143,0.880952381,5.69047619,15,42,0.357142857,2021,0,"NO"
"4501","Tony Snell",5.29787234,1.255319149,2.382978723,29,47,0.617021277,2021,0,"NO"
"4502","Torrey Craig",5.48,0.98,3.94,33,50,0.66,2021,0,"NO"
"4503","Trae Young",25.3015873,9.428571429,3.888888889,36,63,0.571428571,2021,0,"NO"
"4504","Tre Jones",2.540540541,1.054054054,0.567567568,15,37,0.405405405,2021,0,"NO"
"4505","Tremont Waters",3.807692308,2.384615385,0.807692308,13,26,0.5,2021,0,"NO"
"4506","Trent Forrest",2.933333333,1.5,1.466666667,22,30,0.733333333,2021,0,"NO"
"4507","Trevor Ariza",9.4,1.833333333,4.8,17,30,0.566666667,2021,0,"NO"
"4508","Trey Burke",6.629032258,1.306451613,0.870967742,35,62,0.564516129,2021,0,"NO"
"4509","Trey Lyles",5,0.608695652,3.739130435,10,23,0.434782609,2021,0,"NO"
"4510","Tristan Thompson",7.574074074,1.240740741,8.12962963,27,54,0.5,2021,0,"NO"
"4511","Troy Brown Jr.",4.735294118,0.852941176,3.088235294,10,34,0.294117647,2021,0,"NO"
"4512","Ty-Shon Alexander",0.6,0.4,0.666666667,11,15,0.733333333,2021,0,"NO"
"4513","Ty Jerome",10.6969697,3.636363636,2.757575758,7,33,0.212121212,2021,0,"NO"
"4514","Tyler Bey",1,0.166666667,1.055555556,11,18,0.611111111,2021,0,"NO"
"4515","Tyler Cook",4.875,0.53125,2.96875,11,32,0.34375,2021,0,"NO"
"4516","Tyler Herro",15.09259259,3.407407407,4.962962963,29,54,0.537037037,2021,0,"NO"
"4517","Tyler Johnson",5.384615385,1.205128205,1.974358974,29,39,0.743589744,2021,0,"NO"
"4518","Tyrell Terry",1,0.545454545,0.545454545,2,11,0.181818182,2021,0,"NO"
"4519","Tyrese Haliburton",12.98275862,5.327586207,2.982758621,25,58,0.431034483,2021,0,"NO"
"4520","Tyrese Maxey",8,1.967213115,1.704918033,41,61,0.672131148,2021,0,"NO"
"4521","Tyus Jones",6.314285714,3.7,2,36,70,0.514285714,2021,0,"NO"
"4522","Udoka Azubuike",1.066666667,0,0.866666667,13,15,0.866666667,2021,0,"NO"
"4523","Udonis Haslem",4,0,1,1,1,1,2021,0,"NO"
"4524","Vernon Carey Jr.",2.421052632,0.105263158,1.421052632,9,19,0.473684211,2021,0,"NO"
"4525","Victor Oladipo",19.75757576,4.575757576,4.848484848,13,33,0.393939394,2021,0,"NO"
"4526","Vincent Poirier",0.8,0.2,1.4,8,10,0.8,2021,0,"NO"
"4527","Vlatko Cancar",2.073170732,0.341463415,1.219512195,28,41,0.682926829,2021,0,"NO"
"4528","Wayne Ellington",9.608695652,1.456521739,1.847826087,13,46,0.282608696,2021,0,"NO"
"4529","Wendell Carter Jr.",11.22222222,1.925925926,8.203703704,21,54,0.388888889,2021,0,"NO"
"4530","Wenyen Gabriel",3.428571429,0.523809524,2.571428571,9,21,0.428571429,2021,0,"NO"
"4531","Wes Iwundu",2.414634146,0.43902439,2.195121951,17,41,0.414634146,2021,0,"NO"
"4532","Wesley Matthews",4.810344828,0.931034483,1.603448276,33,58,0.568965517,2021,0,"NO"
"4533","Will Barton",12.69642857,3.232142857,4.035714286,37,56,0.660714286,2021,0,"NO"
"4534","Will Magnay",0,0,0,1,1,1,2021,0,"NO"
"4535","Willie Cauley-Stein",5.283018868,0.660377358,4.452830189,29,53,0.547169811,2021,0,"NO"
"4536","Willy Hernangomez",7.765957447,1.063829787,7.106382979,20,47,0.425531915,2021,0,"NO"
"4537","Xavier Tillman",6.610169492,1.271186441,4.338983051,31,59,0.525423729,2021,0,"NO"
"4538","Yogi Ferrell",5.6,2.2,1.9,4,10,0.4,2021,0,"NO"
"4539","Yuta Watanabe",4.36,0.8,3.18,24,50,0.48,2021,0,"NO"
"4540","Zach LaVine",27.43103448,4.862068966,4.982758621,26,58,0.448275862,2021,0,"NO"
"4541","Zeke Nnaji",3.238095238,0.238095238,1.547619048,30,42,0.714285714,2021,0,"NO"
"4542","Zion Williamson",27,3.704918033,7.229508197,29,61,0.475409836,2021,0,"NO"
"4543","Aaron Gordon",15.01333333,2.506666667,5.853333333,46,75,0.613333333,2022,0,"NO"
"4544","Aaron Henry",0.333333333,0,0.166666667,6,6,1,2022,0,"NO"
"4545","Aaron Holiday",6.349206349,2.428571429,1.936507937,34,63,0.53968254,2022,0,"NO"
"4546","Aaron Nesmith",3.769230769,0.423076923,1.711538462,32,52,0.615384615,2022,0,"NO"
"4547","Aaron Wiggins",8.32,1.36,3.56,13,50,0.26,2022,0,"NO"
"4548","Abdel Nader",2.428571429,0.5,1.928571429,11,14,0.785714286,2022,0,"NO"
"4549","Ade Murkey",0,0,0,0,1,0,2022,0,"NO"
"4550","Admiral Schofield",3.842105263,0.657894737,2.342105263,10,38,0.263157895,2022,0,"NO"
"4551","Ahmad Caver",2,0,0,0,1,0,2022,0,"NO"
"4552","Al Horford",10.15942029,3.362318841,7.68115942,46,69,0.666666667,2022,0,"NO"
"4553","Alec Burks",11.65432099,2.950617284,4.901234568,37,81,0.456790123,2022,0,"NO"
"4554","Aleem Ford",2.8,0.4,3,2,5,0.4,2022,0,"NO"
"4555","Aleksej Pokusevski",7.606557377,2.147540984,5.213114754,19,61,0.31147541,2022,0,"NO"
"4556","Alex Caruso",7.414634146,4.024390244,3.609756098,24,41,0.585365854,2022,0,"NO"
"4557","Alex Len",6.025641026,1.153846154,4.128205128,17,39,0.435897436,2022,0,"NO"
"4558","Alfonzo McKinnie",3.470588235,0.294117647,1.941176471,8,17,0.470588235,2022,0,"NO"
"4559","Alize Johnson",1.782608696,0.391304348,2.652173913,14,23,0.608695652,2022,0,"NO"
"4560","Alperen Sengun",9.611111111,2.569444444,5.458333333,18,72,0.25,2022,0,"NO"
"4561","Amir Coffey",8.971014493,1.797101449,2.855072464,33,69,0.47826087,2022,0,"NO"
"4562","Andre Drummond",7.945205479,1.794520548,9.315068493,42,73,0.575342466,2022,0,"NO"
"4563","Andre Iguodala",4,3.677419355,3.225806452,20,31,0.64516129,2022,0,"NO"
"4564","Andrew Wiggins",17.20547945,2.205479452,4.452054795,47,73,0.643835616,2022,0,"NO"
"4565","Anfernee Simons",17.33333333,3.877192982,2.649122807,25,57,0.438596491,2022,0,"NO"
"4566","Anthony Davis",23.175,3.05,9.85,17,40,0.425,2022,0,"NO"
"4567","Anthony Edwards",21.29166667,3.819444444,4.763888889,39,72,0.541666667,2022,0,"NO"
"4568","Anthony Gill",4.090909091,0.613636364,1.931818182,15,44,0.340909091,2022,0,"NO"
"4569","Anthony Lamb",0,1,0.5,0,2,0,2022,0,"NO"
"4570","Armoni Brooks",5.333333333,1.148148148,1.907407407,20,54,0.37037037,2022,0,"NO"
"4571","Arnoldas Kulboka",0,0,0,2,2,1,2022,0,"NO"
"4572","Austin Reaves",7.278688525,1.803278689,3.163934426,28,61,0.459016393,2022,0,"NO"
"4573","Austin Rivers",6.014925373,1.343283582,1.701492537,41,67,0.611940299,2022,0,"NO"
"4574","Avery Bradley",6.35483871,0.758064516,2.193548387,27,62,0.435483871,2022,0,"NO"
"4575","Ayo Dosunmu",8.818181818,3.324675325,2.779220779,42,77,0.545454545,2022,0,"NO"
"4576","Bam Adebayo",19.07142857,3.392857143,10.07142857,36,56,0.642857143,2022,0,"NO"
"4577","Ben McLemore",10.234375,0.921875,1.609375,20,64,0.3125,2022,0,"NO"
"4578","Bismack Biyombo",5.833333333,0.638888889,4.638888889,30,36,0.833333333,2022,0,"NO"
"4579","BJ Johnson",6.5,0,3.75,2,4,0.5,2022,0,"NO"
"4580","Blake Griffin",6.410714286,1.875,4.071428571,29,56,0.517857143,2022,0,"NO"
"4581","Boban Marjanovic",4.260869565,0.130434783,1.695652174,15,23,0.652173913,2022,0,"NO"
"4582","Bobby Portis",14.61111111,1.194444444,9.125,46,72,0.638888889,2022,0,"NO"
"4583","Bogdan Bogdanovic",15.07936508,3.079365079,3.968253968,33,63,0.523809524,2022,0,"NO"
"4584","Bojan Bogdanovic",18.08695652,1.739130435,4.289855072,45,69,0.652173913,2022,0,"NO"
"4585","Bol Bol",2.357142857,0.357142857,1.428571429,5,14,0.357142857,2022,0,"NO"
"4586","Bones Hyland",10.11594203,2.768115942,2.724637681,41,69,0.594202899,2022,0,"NO"
"4587","Brad Wanamaker",3.608695652,2.391304348,1.695652174,10,23,0.434782609,2022,0,"NO"
"4588","Bradley Beal",23.2,6.625,4.725,17,40,0.425,2022,0,"NO"
"4589","Brandon Boston",6.725490196,1,2.176470588,26,51,0.509803922,2022,0,"NO"
"4590","Brandon Clarke",10.40625,1.34375,5.34375,44,64,0.6875,2022,0,"NO"
"4591","Brandon Goodwin",4.75,2.527777778,1.861111111,19,36,0.527777778,2022,0,"NO"
"4592","Brandon Ingram",22.65454545,5.581818182,5.818181818,29,55,0.527272727,2022,0,"NO"
"4593","Brandon Knight",6.4,1.6,1.6,2,5,0.4,2022,0,"NO"
"4594","Brandon Williams",12.875,3.916666667,3.083333333,2,24,0.083333333,2022,0,"NO"
"4595","Braxton Key",7.181818182,1,4.545454545,5,11,0.454545455,2022,0,"NO"
"4596","Brodric Thomas",1.75,0.916666667,0.833333333,8,12,0.666666667,2022,0,"NO"
"4597","Brook Lopez",12.38461538,0.461538462,4.076923077,10,13,0.769230769,2022,0,"NO"
"4598","Bruce Brown",8.986111111,2.055555556,4.791666667,37,72,0.513888889,2022,0,"NO"
"4599","Bruno Fernando",2.933333333,0.233333333,1.833333333,15,30,0.5,2022,0,"NO"
"4600","Bryn Forbes",8.84,1,1.24,36,75,0.48,2022,0,"NO"
"4601","Buddy Hield",15.61728395,2.827160494,4.358024691,26,81,0.320987654,2022,0,"NO"
"4602","Cade Cunningham",17.40625,5.5625,5.53125,20,64,0.3125,2022,0,"NO"
"4603","Caleb Martin",9.183333333,1.066666667,3.833333333,37,60,0.616666667,2022,0,"NO"
"4604","Cam Reddish",10.14285714,0.979591837,2.142857143,20,49,0.408163265,2022,0,"NO"
